,product,component,material,element,WEEE_generatedComplementaryExported,WEEE_2RM_thermal2Smelter_other,WEEE_mechRec2_chem,WEEE_generatedComplementaryUndocumented,WEEE_2RM_mechRec1Smelter_other,WEEE_generatedComplementaryMSW,WEEE_wasteBinLandfill,WEEE_2RM_mechRec2Smelter_other,WEEE_wasteBinIncineration,WEEE_thermal_chem,WEEE_2RM_chem2Smelter_other,WEEE_generatedComplementaryMetalScrap,WEEE_collected,WEEE_generatedDedicated,WEEE_mechRec2_thermal,WEEE_mechRec1_mechRec2,WEEE_chem_thermal,WEEE_categ_mechRec2,WEEE_categ_mechRec1
0,WEEE_Cat1,,,,135511.97030558067,,,830010.8181216817,,931644.7958508673,335392.1265063122,,139746.7193776301,,,355718.92205214925,948583.7921390649,1693899.6288197585,,,,464806.0581481418,322518.48932728206
1,WEEE_Cat1,ComponentShadowWEEE,,,1162.7157639498887,,,7121.634054193068,1632.6854757384338,7993.670877155485,2877.7215157759747,,1199.0506315733228,,,3052.1288803684574,8139.010347649221,14533.947049373608,,1328.2864887363528,,3988.1150703481185,2767.2635182007352
2,WEEE_Cat1,ComponentShadowWEEE,AlAndAlAlloys,,79.03220642077663,,,484.07226432725685,110.97702425605456,543.3464191428394,195.60471089142217,180.68121741739978,81.5019628714259,,,207.45954185453866,553.2254449454365,987.9025802597079,,90.28639261509524,,271.0804680232639,188.09665128144843
3,WEEE_Cat1,ComponentShadowWEEE,AlAndAlAlloys,Ag,11.678534845355127,,,71.53102592780016,16.39899862984767,80.28992706181651,28.904373742253945,26.699139364475226,12.043489059272476,,,30.656153969057208,81.7497439174859,145.9816855669391,,13.3415582073337,,40.05737451956809,27.79491293194521
4,WEEE_Cat1,ComponentShadowWEEE,AlAndAlAlloys,As,0.20833949996391776,,,1.2760794372789963,0.2925503258493334,1.4323340622519347,0.5156402624106965,0.4762999313115098,0.2148501093377902,,,0.5468911874052841,1.4583764997474244,2.604243749548972,,0.23800704475877968,,0.714604484876238,0.49584800991412437
5,WEEE_Cat1,ComponentShadowWEEE,AlAndAlAlloys,Cu,40.514736337533094,,,248.15276006739018,56.89079276516397,278.53881232054005,100.27397243539441,92.62365580225072,41.780821848081004,,,106.35118288602436,283.6031543627317,506.43420421916363,,46.28403479199781,,138.96554563773853,96.42507248332878
6,WEEE_Cat1,ComponentShadowWEEE,AlAndAlAlloys,Ga,16.964943384863485,,,103.91027823228883,23.822173501025308,116.63398577093646,41.988234877537124,38.78477854806013,17.495097865640467,,,44.53297638526664,118.7546036940444,212.06179231079355,,19.380751322868047,,58.189755810081756,40.3765652559751
7,WEEE_Cat1,ComponentShadowWEEE,AlAndAlAlloys,Mn,2.5587500547935598,,,15.672344085610552,3.5929968269411168,17.591406626705723,6.33290638561406,5.8497427302675025,2.638710994005858,,,6.716718893833094,17.91125038355492,31.984375684919495,,2.9231160625961627,,8.77651268794191,6.089825130408673
8,WEEE_Cat1,ComponentShadowWEEE,AlAndAlAlloys,Mo,1.4785514442563572,,,9.056127596070189,2.076181938024777,10.165041179262458,3.6594148245344846,3.3802229124184455,1.5247561768893687,,,3.881197541172938,10.349860109794502,18.481893053204466,,1.6890971699184627,,5.071431453799306,3.518952437330131
9,WEEE_Cat1,ComponentShadowWEEE,AlAndAlAlloys,Sm,5.628350854011034,,,34.47364898081758,7.903330269202294,38.694912121325856,13.930168363677307,12.867378128616114,5.804236818198878,,,14.774420991778962,39.39845597807724,70.35438567513792,,6.429828015622205,,19.305243429257846,13.395475032546262
10,WEEE_Cat1,ComponentShadowWEEE,CuAndCuAlloys,,14.494950248571756,,,88.78157027250201,20.353809139044465,99.65278295893083,35.8750018652151,4.139757790992094,14.947917443839623,,,38.04924440250086,101.46465174000231,181.18687810714695,,16.559031163968378,,49.71767935260113,34.49798159160079
11,WEEE_Cat1,ComponentShadowWEEE,CuAndCuAlloys,Ag,8.505282438511655,,,52.09485493588389,11.943117600158066,58.47381676476763,21.050574035316348,2.4291086644389286,8.771072514715145,,,22.326366401093093,59.53697706958159,106.31603048139569,,9.716434657755714,,29.173118764094976,20.24257220365774
12,WEEE_Cat1,ComponentShadowWEEE,CuAndCuAlloys,Dy,2.15636489103177,,,13.20773495756959,3.0279675799868118,14.825008625843418,5.33700310530363,0.6158578128786736,2.2237512938765125,,,5.660457838958395,15.09455423722239,26.954561137897123,,2.4634312515146943,,7.396331576238971,5.132148440655613
13,WEEE_Cat1,ComponentShadowWEEE,CuAndCuAlloys,Zr,3.833302919028318,,,23.478980379048448,5.3827239588995655,26.353957568319686,9.487424724595087,1.0947913136744878,3.953093635247953,,,10.062420162449333,26.83312043319823,47.916286487853974,,4.379165254697951,,13.148229012267132,9.123260947287399
14,WEEE_Cat1,ComponentShadowWEEE,MaterialShadowWEEE,,207.8831001401804,,,1273.2839883586048,291.9094492168413,1429.1963134637404,514.5106728469465,123.49253987207389,214.37944701956104,,,545.6931378679735,1455.1817009812628,2598.538751752255,,237.4856536001421,,713.0390334808187,494.76177833362937
15,WEEE_Cat1,ComponentShadowWEEE,aggregateBinderMixedMaterials,,164.73386405198193,,,1008.9949173183892,231.319291901793,1132.5453153573758,407.7163135286553,20.701116292228257,169.88179730360636,,,432.4263931364525,1153.1370483638734,2059.173300649774,,188.19196629298415,,565.037153698298,392.066596443717
16,WEEE_Cat1,ComponentShadowWEEE,aggregateBinderMixedMaterials,Ag,164.73386405198193,,,1008.9949173183892,231.319291901793,1132.5453153573758,407.7163135286553,20.701116292228257,169.88179730360636,,,432.4263931364525,1153.1370483638734,2059.173300649774,,188.19196629298415,,565.037153698298,392.066596443717
17,WEEE_Cat1,ComponentShadowWEEE,ferrousMetals,,121.60371758347456,,,744.8227701987817,170.75594023071497,836.0255583863876,300.96920101909956,8.335205218041681,125.40383375795814,,,319.2097586566207,851.2260230843219,1520.046469793432,,138.92008696736136,,417.1007513113177,289.4168478486695
18,WEEE_Cat1,ComponentShadowWEEE,ferrousMetals,Ag,23.9159740197125,,,146.48534087073904,33.582810718480296,164.42232138552345,59.19203569878844,1.6392965232071735,24.663348207828516,,,62.779431801745304,167.4118181379875,298.94967524640623,,27.32160872011956,,82.03179088761387,56.92001816691575
19,WEEE_Cat1,ComponentShadowWEEE,ferrousMetals,Ca,14.429193413080721,,,88.37880965511941,20.261473390647947,99.20070471492996,35.712253697374784,0.989034633306205,14.880105707239492,,,37.87663270933689,101.00435389156505,180.364917663509,,16.483910555103417,,49.49213340686687,34.34148032313212
